abstract
"PM 2.5对去卵巢骨质疏松症大鼠骨密度和生物力学性能的影响目的探讨PM 2.5对去势致骨质疏松症大鼠腰椎(L3～5)、右侧股骨骨密度及左侧股骨骨生物力学特性的影响。方法将3周龄雌性SD大鼠（SPF级）适应生长一周后随机分为假手术组、模型对照组和PM 2.5低、中、高剂量组,行气道滴注PM 2.5混悬液或生理盐水,滴注5个月后将模型对照组和PM 2.5各剂量组通过切除大鼠双侧卵巢建立绝经后骨质疏松症模型,假手术组仅切除卵巢周围约1 g的脂肪组织。继续气管滴注至第9个月末,其间分别测定去势后滴注第7、9个月末各组腰椎(L3～5)、右侧股骨骨密度（bone mineral density, BMD）数值,处死大鼠后取左侧股骨进行三点弯曲试验。结果气管滴注7个月后,各组大鼠腰椎(L3～5)及右侧股骨BMD比较差异无统计学意义（P>0.05）。滴注9个月后,PM 2.5各剂量组大鼠腰椎及右侧股骨BMD明显低于模型对照组,且PM 2.5各剂量组之间呈现一定的剂量关联趋势,中、高剂量组BMD降低趋势明显,差异有统计学意义（P<0.05）。此外,从骨生物力学角度分析,与假手术组相比... "
"基于UG/Open二次开发平台的Ribbon界面设计探讨。在分析UG NX Ribbon界面组成和UG/Open Menuscript编程技术的基础上,给出了基于UG/Open Menuscript技术的Ribbon界面开发思路与实现方法,并以二次开发浇注系统为例,探讨了不同Ribbon界面的实现方法,该方法可为基于UG NX平台进行二次开发的技术人员提供Ribbon界面的设计思路和方法。"
"基于事件驱动系统的服务质量研究。能够对事件做出灵活响应并且必须能够灵活调整软件以增强业务流程是未来软件的发展趋势。例如,必须根据相关的交通信息重新安排生产和物流流程。因此检测相关事件并将其传输到负责动态更改的软件组件变的至关重要。对此类响应式系统的可靠程度在很大程度上取决于基础事件系统提供的服务质量(QoS)。本文介绍了基于事件的系统中的QoS,并通过识别不同的系统层以及基于该层功能的每一层的质量要求,来讨论识别和评估QoS需求的方法。"
"基于国产操作系统的状态监测通信应用。本文设计并实现的通信程序,基于EXCEL表格内容实现对程序通信需求的配置,根据配置中的地址在共享内存中的数据,组织接收方需要的报文,实现通信功能。该功能采用C/S架构,支持多线程,同时具备日志功能,具有强大的兼容性和高效的执行效率,在出现断开连接等不可抗逆因素的情况下会自动重新连接服务器,保证同步数据的完整性和准确性。该功能可广泛应用在水电厂自动化控制、水情水调、安全监测、水利工程监控、气象环保等各类领域,为实现国产化环境的应用系统数据交换发挥了显著作用。"
"基于嵌入式Linux操作系统的电缆故障测距系统研究。在现代电力电缆故障检测中,由于电力电缆结构复杂,且常被敷设于地下,一旦发生故障,若不能及时定位故障并进行修复,将会带来巨大的经济损失。如何利用电波信号在电力电缆中的传输特性进行快速、准确的故障位置检测,对保证电网正常运行具有重要的意义。基于嵌入式技术,针对电波信号在在电缆中的传输特性,结合Linux设备驱动开发与FPGA逻辑开发,设计了脉冲发生和信号检测系统,实现了对电缆中电波信号的采集以及故障电缆的精确定位和检测。"
"基于智能化信息化的同期装置研制。同期装置本是电力系统内成熟的核心部件之一,但随着智能水电厂的大力推进、抽蓄、太阳能和风电新能源的接入以及电厂运行安全性要求的提高对同期装置在支持IEC61850、提高抗干扰能力与增强装置的可靠性等方面提出了新的要求。本文介绍了SJ-12E自动准同期装置针对新的需求在智能化、信息化和可靠性等方面做的工作。"
"基于物联网技术的野外遥测系统方案设计。随着野外遥测装置在户外水情监测中应用逐渐推广,利用物联网技术传输监测数据逐渐成为主流、有效、可靠的技术方案。本文介绍了物联网技术的基本概念,展示了基于物联网技术的野外遥测系统设计方案,并分析系统方案的优缺点。"
"基于现代便携式数字仪表设备的直流系统隐患排查解决方案。针对直流系统目前存在的充电机、蓄电池、直流系统接地故障与隐患排查、维护不系统、零散化,无法对潜在的隐患早发现早处理及直流接地故障排查困难等问题,以及直流系统运行、维护困难、成本增加的问题,通过现代便携式数字仪表设备的应用探讨,论证了本解决方案在直流系统隐患排查中的适用性及必要性。"
"基于现有地图应用的水电厂库区巡检技术。近年来,水电厂巡检技术向智慧化智能化发展,本文主要通过对现有水电厂库区巡检情况进行调查,结合安卓移动设备及windows系统地图应用软件功能,将水电站人工巡检、定位、记录的方式应用为基于现有地图应用的水电厂库区巡检。"
"基于磁介质混凝沉淀技术的水电工程施工废水处理应用探究。水电工程施工废水因其悬浮物含量高、处理水量大、冲击负荷强等特点给传统废水处理技术带来了运行不稳定、占地规模大以及成本高等难题,本文基于磁介质高效混凝沉淀技术为核心处理工艺,探讨一种适应水电工程砂石系统、灌浆以及仓面冲洗等典型场景废水处理,兼顾狭窄场地条件、管理维护便捷、运行成本相对低廉、运行稳定可靠的水电工程施工废水高效处理技术,并探讨在行业内推广该项技术的可行性。"
"基于虚拟现实的3D铸造仿真实训系统。结合铸造车间的课程教学大纲,借助3Ds Max、Solidworks与Unity 3D设计开发了一套3D铸造仿真实训系统。该仿真系统可将现实的铸造车间""搬运""到眼前,学习者从系统中获取铸造知识,认知工艺设备与造型,学习铸造流程,并以第三人称视角纵观铸造车间,在车间内漫游行走,对模型进行加工铸造。系统真实地呈现了车间的各个部分,实现与外界的交互,产生认知上的构想,改变学习者的学习方式。"
"基于边缘计算的输电铁塔监测系统。随着物联网技术、云计算技术的快速发展,输配电网越来越多的状态监测设备接入了云计算平台,并带来了庞大的交互数据计算量。如何提高数据处理的响应速度及缓解云平台的计算负担成了亟待解决的问题。本文讨论了状态监测系统网络架构的发展现状,论述了边缘计算技术及其应用在状态监测系统中的优势,并以输电铁塔监测系统为例展示了边缘计算在状态监测系统中的应用方案。"
"大型新能源集控中心优化设计。随着国家对新能源行业的大力推进,新能源集控中心由于其独特的优点已称为新能源企业的未来发展方向,大型新能源集控也越来越多的建设起来。由于需要监视的场站、设备、数据等均已大大超过一般集控的范畴,若不经过合理规划,会给集控正常运维带来较大的困扰。本文结合某大型新能源集控项目实施的具体过程,以集控最重要的一区监控系统为例,从不同类型电站对比,到集控硬件架构优化、集控软件优化设计、集控通讯接口设计等方面,阐述了大型新能源集控监控系统的建设及实施优化方案,并对测点容量、层级数量、通道带宽、程序数量等形成通用理论计算公式,为集控中心的顺利建设奠定了基础,也为其它同类型集控中心的建设提供参考。"
"大型水电厂资产管理智慧化创新实践。国家能源结构正在转型,水力发电以环境污染少、资源消耗小、经济效益好得到快速发展。水电企业一次性投资大、建设周期长,属于资产密集型企业,机器设备、房屋等在企业资产结构中占有很重要的比重。随着信息技术的进步,企业管理信息化建设已成为提高企业综合竞争力的重要举措。本文以水电企业资产管理现状为基础,以华能集团公司信息化及""互联网+""发展""十三五""战略规划为契机,建设资产管理智慧化平台,提高资产管理的精细化、便捷化、规范化水平,推动水电企业高质量发展步伐。"
"嫦娥五号探测器月面起飞设计与实现。月面起飞是嫦娥五号任务的关键环节之一,目标是实现携带月球样品的上升器月面起飞、上升入轨.与地面发射不同,月面起飞任务面临起飞区域地形不确定、初始基准无法预知、起飞发动机羽流导流等难题,本文分析了嫦娥五号月面起飞的任务特点,提出了基于着陆平台的月面起飞设计方案,介绍了月面起飞解锁模式、初始基准确定和任务过程设计结果,阐述了发动机羽流导流及起飞稳定性的设计实现方案和地面验证结果.嫦娥五号飞行结果表明月面起飞系统设计正确,满足任务要求."
"小浪底及西霞院水电站远程控制功能实现。计算机监控系统是水电站控制设备的重要组成部分,是水电站远程控制的载体。介绍了小浪底和西霞院水电站实现远程集中控制存在的问题和难点,提出了解决思路,并对西霞院监控系统升级进行了介绍,对两站远程控制功能实现方法进行了详细阐述,最后对创新点进行了总结。"
"怀念考林·斯佩丁。<正>我知道考林·斯佩丁(Colin Spedding,1925-2012)(图1)是在1978年。二战以后,美国和苏联为首,将世界分为两大阵营,两者互相对垒,长期封闭。中国执行一边倒的政策,对西方科学动态几乎全然隔绝,更谈不上科学交流。直到1978年全国科学大会以后,国家执行改革开放的政策。我可以在内部书店读到国外出版的书刊,并承担主编草原、牧草学科外刊文摘的任务。因此,我每周都须浏览有关草原、牧草的外文专业读物。这时我才知道考林·斯佩丁所著《草地生态系统》和《农业生态系统》的信息。"
"我国医疗器械唯一标识数据库及其应用的探讨。本文概括了我国医疗器械唯一标识数据库的特点,分析了我国医疗器械唯一标识数据库的核心数据项,提出了医疗器械注册人/备案人填写唯一标识数据库注意事项和关注点,为各相关方积极应用相关数据提供参考。"
"探讨WSR在运动生理学教学评价中的应用。本文基于WSR系统方法论完善运动生理学教学评价体系构建,划分物理(W)、事理(S)、人理(R)维度进行探究,共有3个一级指标,9个二级指标,33个三级指标,整理各级指标,归纳指标之间关系。采用文献资料法、逻辑分析法、系统分析法对运动生理课课程评价体系进行调查与研究。结论认为:W-S-R三维度构成一个有机整体,从授课内容、教学方法手段、授课结果等方向进行提高,全面改善教学质量,为日后运动生理学的教学提供指导。"
"《控制工程基础》课程教学改革与实践。《控制工程基础》是高等学校机械工程类专业的一门专业核心课程,主要研究自动控制系统分析与综合的基本原理。结合课程教学中存在的实际问题,从课程内容、教学方法和教学团队等方面进行改革,通过课程改革,加强了学生能力的培养,实现了课程设置的目的。"
"新冠疫情对世界各国经济影响的系统分析。2020年新冠疫情对世界各国造成普遍灾难,总体疫情最严重的国家是人口大国,相对疫情较大的是欧美发达国家,病死率较高的是人口较多的发展中国家;疫情造成经济损失总量较大的是经济大国,经济损失程度较大的是对外依赖强、经济基础差的小国;影响总疫情的是人口和经济规模,影响相对疫情的主要因素是城镇化率;人均经济损失较大的是欧美发达国家;工业化率和服务业占比对人均经济损失的影响相反相成。"
"新型整流柜散热计算与风机选型的研究。本文详细介绍了一种新型励磁整流柜散热系统的设计计算,分析了某型整流柜的结构特点,并根据实际运行中出现的问题,指出了其散热系统设计中存在的问题。"
"智慧水厂建设研究。""利用信息技术手段对从水源地监测到龙头水管理的整个供水工程实现实时监测管理,制定合理的信息公示制度,保障居民用水安全""是《关于开展国家智慧城市试点工作的通知》中明确提出的指标,水厂作为城市供水的一环,对保障居民安全、可靠用水起到至关重要的作用,随着城市的发展,水务信息化也在供水企业中相继开展。根据对城市供水的需求分析,研究智慧水厂的建设目标和建设任务,并对智慧水厂建设系统架构进行分析。"
"智能切换平台在巨型水轮机组调速器中的应用。水轮机调速器作为水轮发电机组自动控制系统的核心组成部分,其性能与工况直接影响发电站输出电能品质高低以及电力系统的稳定性。为了确保电力生产安全可靠,某电厂各类机组调速系统控制器采用冗余控制结构,对单台机组而言,当调速器发生单套控制器大故障情况时,可快速、无扰切换至备用控制器运行,若主备用控制器均出现大故障,调速器则根据故障类型与工况判断切换至电手动或机手动运行。本文根据设备现场情况,分析某电厂调速系统控制器之间切换信息交互方式以及控制权竞争逻辑,对比优缺点,找出现阶段设备存在的问题。为了完善设备性能,提高设备可靠度,提出在新型切换方式的条件下,一种智能切换平台的研究与应用。"
"智能化在水电厂溢洪弧门互为备用上的研究与应用。本文简要介绍了水电厂溢洪弧门互为备用及智能化在系统中的作用,在汛期不能正常启闭弧门时,通过溢洪弧门互为备用的智能化应用,极大减少水电厂溢洪弧门故障下互为备用操作准备时间。"
"智能化水电厂建设方向研讨展望。智能水电厂概念是随着各类新兴信息科学技术而发展起来的,技术本身处于快速发展和演变过程中,在电力生产过程中应用各项新技术设备除面临较高的投入产出比外,还可能会对安全生产造成影响,而安全始终是电力生产的主旋律。现阶段受制于智能电子装置和智能设备的技术水平,全面推开实施智能化水电厂建设的条件尚不成熟。本文在借鉴前期电力行业内智能化建设取得的经验成果基础上,对智能水电厂建设方向的可行性进行展望。"
"智能化水电站发展前景浅析。智能电网发展迅速,智能化水电站的改造也正在进行。水电站作为电网重要的一环,具有很好的调峰、调频、储能能力等,本文结合现阶段国内外发展现状的基础,从多方面、各角度简析智能化水电站改造的呈现方式和发展方向,提出未来智能化水电站的框架和设想。"
"智能巡检技术在小水电计算机监控系统运用的探析。随着我国小水电""无人值班,少人值守""现代化管理要求,监控系统的功能要求也越来越严格,本文主要探讨了智能巡检技术在小水电的运用的意义及实现方式。"
"智能水电厂开停机记录的设计应用。智能水电厂系统业务日趋复杂并不断变化,为了减轻运行人员的劳动强度,必须对电厂的运行状态进行记录,并在此基础上实现水电厂运行状态的态势感知和告警功能。本文针对该需求,设计并实现了水电机组开停机记录功能,为水电站智能报警、故障预判和趋势分析等智能化应用提供数据支撑。"
"智能水电厂运行智能监视与故障处置系统研究。针对目前水电厂运行监视存在的信息采集不全、运行分析工作量大、故障处置缺乏业务系统支撑等问题,研究了依托水电厂生产数据中心建设智能水电厂运行智能监视与故障处置系统的实现方案,分析了系统的软硬件架构及功能。"
"智能水电站建设中的数据管理模型。智能水电站建设过程中大量的应用必将基于对水电站大量数据的分析利用,而从电站建设到运营过程中,存在中大量的结构化数据、非结构化数据以及实时数据,如何基于某种数据模型来有效管理这些数据,是项目成败的关键。雅砻江水电公司早在2015年就开始了相应技术的探索,通过建设流域SSC模型很好地在企业级数据中心中,把电力生产过程中的实时数据与相关的管理数据很好地进行融合,为后续智能电站的建设打好应用基础。"
"智能水轮机调速器的调节策略优化与实践。本文结合当前智能水电厂发展要求,阐明了当前水轮机调速器功率调节及一次调频存在的问题,分析了目前调速器开度模式和功率模式存在的不足,提出了基于水轮机运转特性曲线导出的水轮机水头/功率/开度关系曲线的新型功率调节模式。文章还给出了新型功率调节模式在开都河柳树沟电站的试验结果,对功率调整和一次调频试验录波及数据进行了讨论和分析,实践表明,新型功率调节模式有效解决了目前调速器功率调节及一次调频存在的不足,具有调节速度快、稳定性好、适应性强等优点。"
"智能电站——人工智能在水电站中的应用研究。维护水电站安全稳定运行,对避免设备故障损坏、减少电网负荷波动意义重大。传统的水电站运行调度与系统监测依赖于人工判断与定期检查,耗时耗力的同时很难保证调度与监测的实时性与鲁棒性,人工智能的大力发展为水电站安全稳定运行提供了新的思路。本文对现有的人工智能技术进行了概述,对人工智能在水电站运行调度与系统监测中的相关应用进行了研究与展望,为进一步推动智能电站建设、保障水电站安全稳定运行提供发展思路与解决途径。"
"架空输电线路森林火险评估及监测的研究应用现状。经济快速发展,大量高压输电线采取跨越林区的方式走线,由此带来森林火灾隐患。当前不少研究聚焦于森林火灾对输电线路造成的潜在影响,但忽略了输电线路自身所带来的火灾隐患。文章通过介绍当前的输电线路森林火灾风险评估及区划研究,分析输电线路中的卫星遥感、激光雷达、无线传感监测技术的优缺点及其应用现状,为输电线路的设计者和施工人员提供降低输电线路引发森林火灾隐患的新思路。文章还认为现有的研究大多集中于输电线路森林火灾的在线监测及预警,今后应聚焦架空输电线路森林防火设计及施工措施研究,提升输电线路的灾前防范能力。"
"某水电厂计算机监控系统网络安全防护与智能应用。随着通信技术的不断进步,接入国家电力调度数据网的电力控制系统越来越多,调度中心、电厂、用户之间进行数据交换也越来越频繁,这对电力控制系统和数据网络的安全性、可靠性、实时性提出了新的挑战。在此背景下,以智能水电厂、智慧流域为代表的新型水电厂和集控中心的成功建设,很好地解决了这一问题。本文以南瑞集团有限公司研制的某水电厂计算机监控系统为例,从系统结构、功能,网络安全防护和智能应用等方面阐述了新型水电厂计算机监控系统的设计和应用。"
"梯级小水电集控中心的建设与研究。目前,国内已开发了许多大型的梯级集控中心,梯级水电站集控中心的自动化系统建设也变得越来越重要。本文针对梯级小水电自身特色,借鉴大型梯级集控中心建设的思路和理念,介绍了云南镇康梯级水电站群的基本情况,对梯级小水电集控中心规划建设情况和系统功能做了简述,重点讨论了集控建设所遇到问题及解决思路。"
"植物精油对心血管疾病作用的研究进展。心血管疾病是心脏和血管方面相关的疾病,包括高血压、高脂血症、血栓栓塞、冠心病和心力衰竭等。心血管疾病严重危害人类健康,是全球范围内造成死亡的最主要原因。维护心血管系统健康的关键因素是对疾病的预防。植物精油及其部分成分能舒张血管、降血压、抗心肌缺血、预防和改善动脉粥样硬化、抗血小板聚集以及抗心律失常,从而对心血管系统具有保护作用。植物精油有益于人体的心血管系统,但需要更多的临床研究和安全性研究的证据。"
"水利信息化分析。信息化是当下最热门的话题,各种新的技术层出不穷:BIM、GIS、大数据,云计算、物联网、人工智能等等,给我们的生活带来了各种精彩纷呈的变革,同时也开始影响着我们所从事的水利行业。一个庖丁解牛的故事:宰牛本是一项谋生技能,但在庖丁手下却升华为精妙绝伦的艺术表演。文惠君不由赞赏道:善哉!技盖至此乎?但是庖丁却回答:臣之所好者,道也,进乎技矣。技,指的是技术与技巧;道,指的是内在规律。这个故事阐述了一个道理:只有领悟内在规律、顺势而为,才能在实践中表现出天机自运、出神入化。本文主要针对信息化工程建设技术,关于技与道进行深入浅出的分析。"
"水利工程数字孪生技术研究与探索。数字孪生技术是解决""智慧水利""中科学决策问题的重要手段,能够解决""信息水利""向""智慧水利""跨越过程中的科学决策问题。本文结合工业工程的数字孪生技术,讨论了对水利工程数字孪生技术的理解,然后结合水利工程在线仿真决策系统的建设经验,讨论了该技术架构设计以及在建设过程中需要关注解决的重点问题,最后结合项目实践讨论了两种典型的应用场景。"
"水电厂二次安全防护分析。随着计算机技术和网络通信在水电站中应用的更深入,水电站的各业务系统间的数据交互越来越多,信息安全问题越来越受到大家的重视。本文主要论述了电力二次安防的基本原则、基本的网络结构、常见防护方法和应用到的关键技术,对电站的监控系统安全有一定指导意义。"
"水电厂新型智能巡检技术发展与应用趋势分析。本文首先介绍了水电厂传统巡检模式以及存在的不足,其次介绍了水电厂新型智能巡检技术应用优势以及具备的主要功能,最后指明了水电厂以新型智能巡检方式为主、以传统人工巡检模式为辅,二者有机相结合能够更好地确保水电厂设备长期安全稳定运行。"
"水电厂生产运行智能预警模型设计思想。为实现水电厂在生产运行过程中能够提前发现设备或系统的潜在故障风险,建设智能预警功能模块,对已有的历史告警数据进行分析,得到告警模型的条件参数,对给定数据通过人工智能算法进行深度学习,获取输入输出间的映射关系,对潜在的故障、风险进行准确预测,供生产运行人员进行安全检查和决策判断。"
"水电厂计算机监控系统改造过渡运行方案浅析。本文介绍了水电厂计算机监控系统的改造过渡运行方案,分析了水电厂计算机监控系统的上位机系统与下位机系统改造过程中的改造思路、实施方案以及新老系统过渡运行方案。"
"水电站发电机风洞智能巡检机器人应用研究。产业信息与前沿科技的深度融合,为智慧电站的建设提供了有利支撑。文章根据生产需求和智慧电站建设要求,以大型立式水轮发电机组为研究对象,设计出水电站发电机风洞智能巡检机器人系统;后经试验,该系统能够满足风洞内设备设施实时在线监测的功能,对后续智慧电站的建设有积极推动作用。"
"水电站在孤立电网运行条件下稳定运行技术研究。本文以几内亚凯乐塔水电站为研究背景,以水轮发电机组和调速器的建模成果实验数据为理论基础,通过分析、研究调速器系统PID和电网孤网系统稳定性的影响,研究结果表明,适中的比例放大系统有利于孤网系统的稳定运行。"
"水电站智能化通信运维的应用与探索。电力通信,作为电力系统安全稳定运行的三大支柱之一,凭借着其可靠性、保护控制信息传送的快速性和准确性,如今在智能电网的建设及运行中发挥着十分重要的作用。随着信息化技术的发展,大数据、三维建模VR等也逐步应用到电力通信中,本文以长江电力的电力通信系统为例,介绍水电站智能化的各项应用与探索。"
"水电站污水处理控制系统的完善。伴随着国家工业化水平的不断提高,人工智能水电站的建设以及日益严峻的水环保理念不断深入,水电站建设维护也不断与时俱进。本文通过分析水电站污水处理系统存在的问题,结合排污控制系统,通过优化污水处理系统控制逻辑,动态监测污水处理系统的运行状态,实现了污水质量检查项目的达标量,高效提高了污水处理的质量,实现了资源最优化。同时,根据污水处理系统的事件记录、报警以及数据分析,可极大的完善污水处理功能,也为智能水电站的建设与发展提供了大数据。"
"水电站风洞智能巡检系统建设研究。巡检是保障水电站安全稳定运行的重要手段。本文以水电站典型环境发电机风洞为背景,阐述人工巡检发电机风洞的风险因素及管理问题,研究采用搭载可见光摄像头、红紫外摄像机以及环境数据采集单元的智能巡检系统,利用智能化视觉、听觉、触觉、嗅觉识别分析技术,实现发电机风洞跑冒滴漏、异音、异味、异常发热缺陷的智能监测分析。"
"水疗对膝骨关节炎患者治疗效果meta分析。目的:采用meta分析系统评估水疗对膝骨关节炎(knee osteoarthritis,KOA)患者干预效果。方法:对Pub Med、Cochrane、Embase、Web of Science和CNKI(中国知网)等数据库进行检索,检索日期为建库到2021.3月。应用Cochrane偏倚风险评价工具对纳入研究进行方法学质量评价,运用Stata15.0进行统计分析。结果:最终纳入15项研究1205名KOA患者。Meta分析结果显示:同控制组相比,水疗组在短期干预后对KOA患者在疼痛(SMD=0.36,95%CI=0.13～0.58)&(SMD=-0.76,95%CI=-1.00～-0.51)、身体功能(SMD=0.36,95%CI=0.13～0.58)、生活质量(SMD=0.28,95%CI=0.01～0.56)以及身体症状(SMD=0.30,95%CI=0.09～0.50) 4个方面的改善都具有统计学意义,同陆基组相比,水疗对KOA患者疼痛改善也具有统计学意义(SMD=-0.47,95%CI=-0.64～-0.31),各指标异质性较好。结论:水疗可有效地改善KOA患者的疼痛、..."
"流域梯级三维大屏可视化展示平台架构与功能特点。本文主要介绍流域梯级调度中心借助大屏可视化技术实现综合信息展示的平台架构与功能特点。平台架构方面阐述了系统的结构体系与I T构架,功能特点方面阐述了可视化图像工作站集群协作输出技术、展示主题设计方式、三维流域渲染设计、业务关键指标设计与可视化数据挖掘抽取的实现。平台综合运用各类技术较好的实现了流域梯级三维大屏可视化。"
"浅析软件开发技术的发展历程与展望。<正>0引言软件是对客观世界中问题空间与解空间的具体描述,是客观事物的一种反映,是知识的提炼和""固化"".客观世界是不断变化的,因此,构造性和演化性是软件的本质特征.如何使软件模型具有更强的表达能力、更符合人类的思维模式,即如何提升计算环境的抽象层次,在一定意义上来讲,这紧紧围绕了软件的本质特征——构造性和演化性"
"浅谈位置检测模块在闸门开度监测优化中的应用。本文首先结合机组进水口快速事故门控制系统,论述了光电式绝对型编码器的工作原理,然后简要介绍了某水电站机组进水口快速事故门开度显控仪开度跳变的现象,并在此基础上提出了改造的实施方案,最后通过研究确定为基于位置检测模块SM 338的进水口快速事故门开度监测控制系统。系统改造后,成功解决了闸门开度跳变的问题,为水电站机组的正常运行提供了有力保障。"
"浅谈水电企业工业互联网生产数据汇聚、传输方法。随着能源革命的不断推进,电力企业积极开展数字化、智能化、智慧企业建设,利用大数据、云计算、人工智能等新一代信息技术搭建工业互联网平台,挖掘设备潜能,提高设备本质安全水平,助推电力行业生产管理转型升级。澜沧江公司经过多年的探索和实践,率先建成了独具特色的分布式工业互联网大数据平台系统。提升了设备运行、维护和检修精细化、精益化水平,项目建设取得阶段性成果。工业互联网的建设和应用,""数据是基础,算法是核心,应用是关键,安全是保障"",为了解决公司水电厂一体化程度低、标准差异性大、智能决策应用较少等问题,在工业互联网项目实施过程中,水电厂控制系统和在线监测系统数据的采集和汇总成为项目实施成败的关键因素。本文重点从水电厂计算机监控系统、机组在线监测系统,发电机局放监测系统,主变和电抗器油色谱在线监测系统的实时数据汇聚、传输等方面,介绍了整合全厂数据的方法,这些方法是工业互联网项目实施的基础,同时也是水电厂数字化、智能化的基础。"
"浅谈海外SCADA项目管理-以玻利维亚SJ项目为例。本文首先介绍玻利维亚SJ水电站以及SCADA项目概况,进而从成本管理、进度管理、质量管理、合同管理和沟通协调分析了本项目的特殊性和难点,并针对这些问题提出了针对性的解决办法和确实可行的管理措施,对保障项目管理目标的实现,能够起到积极的作用,具有学习参考借鉴的价值。"
"消息总线在水电站智能报警中的应用。随着水电站报警信息系统的发展,电力数据资源不断增加,系统处理的报警事件和类型也不断增加,这对消息与数据总线的可靠性、低延迟要求也不断提高。同时,水电站信息系统中有多种消息总线需求,包括基本事件信息总线、基本属性数据总线和报警信息发布、接收总线,不同用途总线报文结构、长度均不相同,这对数据总线特异性要求较高。本文测试了观察者、本地广播、handler三种总线模式在刷新界面、传输数据时的效果,结果表明,三种方式均能快速响应并且没有丢包问题,可以满足水电站集控系统建设中的数据实时通信需求。"
"深能水电懂托集控中心监控系统的设计与应用。本文介绍了懂托扩大厂站式集控设计原则、系统结构与控制调节,并介绍了集控中心计算机监控系统的硬件配置。深能水电公司的首个集控中心——懂托集控中心监控系统采用了先进的、可靠的、有成功经验的SJ-3000全分布开放式计算机监控系统。"
"渤海湾盆地东营凹陷古近系深层油气成藏系统及勘探潜力。东营凹陷是渤海湾盆地具有代表性的陆相断陷盆地,深部层系勘探程度低,丰深1、丰深斜101等井获得高产工业油气流,显示了良好的勘探潜力。以东营凹陷古近系深层为对象,在烃源岩分析基础上,结合优质储层成因研究,建立油气成藏模式,明确深层勘探潜力方向。结果表明:东营凹陷古近系深层的沙四下亚段及孔店组构成独立的含油气系统,孔二段、沙四下亚段发育的盐湖(咸化)环境烃源岩具有排烃时期早、排烃时间长、效率高、生排烃周期长的特点,为深层油气成藏系统提供了有利的油源条件;咸化湖泊的多类型沉积体经历了酸-碱交替的成岩流体环境,形成了以次生溶蚀孔隙为主的优质储层,为深层油气成藏提供了良好的储集条件;深层油气成藏系统的油气藏分布与断陷盆地结构、沉积储层发育和成藏动力系统具有良好的对应性,""自源型""及""他源型""油气成藏模式有序分布;缓坡带红层和滩坝砂岩及陡坡带砂砾岩等不同类型油气藏是东营凹陷古近系深层重要的勘探领域。"
"湖南大源渡枢纽电站计算机监控系统改造。大源渡水电站是国家重点工程之一,本文介绍了大源渡枢纽电站原计算机监控系统结构,以及存在的问题和改造的必要性;介绍了一下改造后的监控系统结构功能和特点。"
"牛环形泰勒虫AMA1基因表达载体的构建及生物信息学分析。为构建牛环形泰勒虫AMA1（TaAMA1）截短基因原核、真核表达载体,对其编码的蛋白进行生物信息学分析,以牛环形泰勒虫阳性DNA为模板,在牛环形泰勒虫AMA1基因的开放性阅读框内设计特异性引物,采用PCR扩增AMA1基因,构建其原核表达质粒pET28a-AMA1及真核表达质粒pEGFP-AMA1。通过生物信息学在线软件分析TaAMA1基因的系统进化树及该蛋白的理化性质、磷酸化位点、亚细胞定位、抗原表位及二级结构,构建该重组蛋白系统发育进化树。结果显示,TaAMA1基因PCR扩增产物大小为828 bp,与预期片段一致,构建的重组质粒经双酶切鉴定表明目的基因插入正确,测序结果与GenBank已收录的牛环形泰勒虫AMA1基因序列（KX231677.1）同源性为99.72%,同源性及系统进化树分析发现与小泰勒虫氨基酸序列同源性最大为69.9%,生物信息学分析发现TaAMA1基因编码蛋白含276个氨基酸,分子式为C1 331H2 134N398O413S4,分子质量为30.448 ku,..."
"物联数据中心在水电厂的应用。数据中心采集汇聚水电厂各个业务系统数据,形成厂级""准实时""数据中心,消除各业务系统设备孤岛、信息孤岛、业务孤岛现象,实现设备状态信息集中存储管理;物联管理平台完成端设备的接入,提高电厂设备的可观性、可用性和可调性,逐步实现水电设备智慧运维,节约运维成本;为各级生产管理和数据分析提供数据基础,为设备运行趋势分析和设备检修维护决策提供支持。"
"独立后备紧急停机在智能小水电的应用前景及设计。独立后备紧急停机装置是水电厂监控系统的重要组成部分,是水电厂水机安全运行的重要保障。本文对传统的水机硬回路继电器保护方式和PLC保护方式的特点作出分析。结合当前IEC61850在智能水电厂的应用及发展,提出了基于IEC61850的水机PLC构成的独立后备紧急停机装置在智能水电厂的应用前景及设计应用方法,便于智能小水电的安全高效运行。"
"玩具面壳注射模设计。针对塑件壁薄且深的结构特点,分析了塑件分型面,设计了液压二次抽芯机构避免抽芯时损坏塑件内壁;还设计了定模斜滑块推出机构,解决了塑件顶部外表面斜孔脱模的问题;通过动模斜导柱抽芯完成了塑件底面倒扣脱模;通过动模斜顶组件抽芯实现塑件内部倒扣的脱模。"
"电气制动在水电厂励磁自动化系统中的应用与实践。简要叙述了电制动与励磁系统结合在水电厂自动化、智能化方面的必要性,电气制动、机械制动的基本原理,黄登电站电制动的配置及投入退出逻辑,与监控系统、保护系统的配合关系等,结合了电制动投入失败的案例进行相应的分析改进及处理。"
